0.0004, -0.064996, 0.0270777, 0.00975794, 0.997561, 0
0.000674228, -0.0649932, 0.0270816, 0.0097457, 0.99756, 0
0.00100222, -0.06499, 0.0270881, 0.00975426, 0.99756, 0
0.00126309, -0.0649875, 0.0270945, 0.0097586, 0.997559, 0
0.00153055, -0.0649849, 0.027102, 0.00976347, 0.997559, 0
0.00182186, -0.0649822, 0.0271109, 0.00976967, 0.997558, 0
0.00210015, -0.0649796, 0.02712, 0.00977481, 0.997557, 0
0.00238787, -0.0649769, 0.0271299, 0.00978078, 0.997556, 0
0.00265729, -0.0649745, 0.0271396, 0.00978503, 0.997555, 0
0.002965, -0.0649717, 0.0271509, 0.00979215, 0.997554, 0
0.00323031, -0.0649694, 0.0271609, 0.00979629, 0.997553, 0
0.00351106, -0.0649669, 0.0271715, 0.00980104, 0.997552, 0
0.00381601, -0.0649643, 0.0271832, 0.00980761, 0.99755, 0
0.00408535, -0.0649619, 0.0271936, 0.00981189, 0.997549, 0
0.00436136, -0.0649596, 0.0272043, 0.0098165, 0.997548, 0
0.00465081, -0.0649572, 0.0272155, 0.0098224, 0.997547, 0
0.00490927, -0.0649551, 0.0272255, 0.0098256, 0.997546, 0
0.00521884, -0.0649525, 0.0272374, 0.00983241, 0.997544, 0
0.00547981, -0.0649504, 0.0272473, 0.00983604, 0.997543, 0
0.00574619, -0.0649483, 0.0272575, 0.0098399, 0.997542, 0
0.00604913, -0.0649459, 0.0272689, 0.00984669, 0.99754, 0
0.00628608, -0.0649441, 0.0272777, 0.00984812, 0.997539, 0
0.00661927, -0.0649415, 0.0272901, 0.00985627, 0.997537, 0
0.00686498, -0.0649397, 0.0272991, 0.00985786, 0.997536, 0
0.00716838, -0.0649374, 0.0273101, 0.009864, 0.997535, 0
0.00743054, -0.0649354, 0.0273196, 0.00986693, 0.997534, 0
0.0077285, -0.0649333, 0.0273302, 0.00987325, 0.997532, 0
0.00796446, -0.0649316, 0.0273385, 0.00987417, 0.997531, 0
0.00832187, -0.064929, 0.027351, 0.00988515, 0.997529, 0
0.00851346, -0.0649277, 0.0273576, 0.00988219, 0.997528, 0
0.00889662, -0.064925, 0.0273706, 0.00989784, 0.997527, 0
0.00903899, -0.064924, 0.0273754, 0.00989075, 0.997526, 0
0.00932374, -0.0649221, 0.0273849, 0.00989503, 0.997525, 0
0.00963899, -0.06492, 0.0273953, 0.00990317, 0.997523, 0
0.00982828, -0.0649187, 0.0274015, 0.00990072, 0.997522, 0
0.0102068, -0.0649162, 0.0274138, 0.0099102, 0.997521, 0
0.0104614, -0.0649145, 0.0274219, 0.00991153, 0.997519, 0
0.0107169, -0.0649129, 0.0274299, 0.00991377, 0.997518, 0
0.0110581, -0.0649107, 0.0274406, 0.00992293, 0.997517, 0
0.0112565, -0.0649095, 0.0274467, 0.00992019, 0.997516, 0
0.0116532, -0.0649071, 0.0274587, 0.00993742, 0.997514, 0
0.0117833, -0.0649063, 0.0274627, 0.00992867, 0.997514, 0
0.0120434, -0.0649047, 0.0274704, 0.00993084, 0.997513, 0
0.0124082, -0.0649025, 0.0274811, 0.00994259, 0.997511, 0
0.0125745, -0.0649015, 0.027486, 0.00993729, 0.99751, 0
0.0129071, -0.0648996, 0.0274956, 0.00994522, 0.997509, 0
0.0131331, -0.0648983, 0.027502, 0.00994429, 0.997508, 0
0.0135051, -0.0648962, 0.0275125, 0.00995733, 0.997507, 0
0.0136563, -0.0648953, 0.0275167, 0.00995071, 0.997506, 0
0.0139589, -0.0648936, 0.027525, 0.00995616, 0.997505, 0
0.0142277, -0.0648921, 0.0275323, 0.00995864, 0.997504, 0
0.0145004, -0.0648906, 0.0275397, 0.00996126, 0.997503, 0
0.0148197, -0.0648889, 0.0275481, 0.00996909, 0.997501, 0
0.0149997, -0.064888, 0.0275528, 0.00996549, 0.997501, 0
0.0153598, -0.0648861, 0.0275622, 0.00997425, 0.997499, 0
0.015593, -0.0648849, 0.0275682, 0.00997298, 0.997498, 0
0.0159433, -0.0648831, 0.0275771, 0.00998271, 0.997497, 0
0.0161193, -0.0648822, 0.0275815, 0.00997795, 0.997497, 0
0.0164714, -0.0648804, 0.0275902, 0.00998698, 0.997495, 0
0.0166778, -0.0648794, 0.0275953, 0.00998387, 0.997495, 0
0.0170905, -0.0648774, 0.0276053, 0.0100066, 0.997493, 0
0.0173784, -0.064876, 0.0276121, 0.00999072, 0.997492, 0
0.0177623, -0.0648742, 0.0276211, 0.0100026, 0.997491, 0
0.0179402, -0.0648733, 0.0276253, 0.00999677, 0.99749, 0
0.0182958, -0.0648717, 0.0276334, 0.0100057, 0.997489, 0
0.0184996, -0.0648707, 0.027638, 0.0100022, 0.997488, 0
0.0189073, -0.0648689, 0.0276472, 0.0100192, 0.997487, 0
0.0190336, -0.0648683, 0.02765, 0.0100091, 0.997487, 0
0.0192861, -0.0648672, 0.0276555, 0.01001, 0.997486, 0
0.0196767, -0.0648655, 0.027664, 0.0100268, 0.997485, 0
0.0197937, -0.064865, 0.0276665, 0.0100166, 0.997484, 0
0.0200276, -0.064864, 0.0276715, 0.0100162, 0.997483, 0
0.0203651, -0.0648626, 0.0276785, 0.0100222, 0.997482, 0
0.020661, -0.0648613, 0.0276847, 0.0100265, 0.997481, 0
0.0208564, -0.0648605, 0.0276887, 0.0100233, 0.997481, 0
0.021247, -0.0648589, 0.0276966, 0.0100324, 0.99748, 0
0.0214911, -0.064858, 0.0277015, 0.0100308, 0.997479, 0
0.0217743, -0.0648568, 0.0277071, 0.0100337, 0.997478, 0
0.0220603, -0.0648557, 0.0277126, 0.0100362, 0.997477, 0
0.0223451, -0.0648546, 0.0277181, 0.0100393, 0.997477, 0
0.0225849, -0.0648537, 0.0277227, 0.0100387, 0.997476, 0
0.0229992, -0.0648521, 0.0277305, 0.0100602, 0.997475, 0
0.023289, -0.064851, 0.0277359, 0.0100436, 0.997474, 0
0.0236754, -0.0648496, 0.0277429, 0.0100523, 0.997473, 0
0.023915, -0.0648487, 0.0277472, 0.0100502, 0.997472, 0
0.0242184, -0.0648476, 0.0277526, 0.0100549, 0.997472, 0
0.0244439, -0.0648468, 0.0277566, 0.0100531, 0.997471, 0
0.0248301, -0.0648455, 0.0277634, 0.0100688, 0.99747, 0
0.0249503, -0.0648451, 0.0277654, 0.0100586, 0.99747, 0
0.0251907, -0.0648443, 0.0277695, 0.0100585, 0.997469, 0
